18.5840734641021	75	75	90
22.5840734641021	57.4761745961107	57.4761745961107	90
26.5840734641021	42.7189759095215	42.7189759095215	90
30.5840734641021	33.0582411314748	33.0582411314748	90
34.5840734641021	30.0191878631323	30.0191878631323	90
38.5840734641021	34.0816157928443	34.0816157928443	90
42.5840734641021	44.6041568751982	44.6041568751982	90
46.5840734641021	59.9255332429843	59.9255332429843	90
50.5840734641021	77.6268364542411	77.6268364542411	90
54.5840734641021	94.9134199482683	94.9134199482683	90
58.5840734641021	109.056112288857	109.056112288857	90
62.5840734641021	117.822093325028	117.822093325028	90
66.5840734641021	119.827407397613	119.827407397613	90
70.5840734641021	114.755459507407	114.755459507407	90
74.5840734641021	103.406998704254	103.406998704254	90
78.5840734641021	87.5736974189517	87.5736974189517	90
