208.005	86.6768	88.4083	
206.801	105.412	120.359	
198.52	122.255	152.844	
183.669	135.646	184.71	
163.231	144.242	214.814	
138.587	147.039	242.081	
111.397	143.473	265.555	
83.4656	133.466	284.446	
56.5882	117.439	298.17	
32.4053	96.2795	306.372	
12.273	71.2575	308.938	
-2.83613	43.9179	305.999	
-15.5738	7.21126	298.674	
-22.8011	-35.0948	280.286	
